新聞來源,網址,第一次抓到時間,資料更新時間,標題,內容
1,http://www.appledaily.com.tw/realtimenews/article/local/20140325/366537/%E6%8F%90%E6%B1%BD%E6%B2%B9%E6%A1%B6%E9%AC%A7%E5%A0%B4%E3%80%80%E7%94%B7%E6%8F%9A%E8%A8%80%E8%87%AA%E7%84%9A,1395709466,1395736163,【更新】舉牌小民欲自焚　求：馬英九出面,"「希望馬英九出面與學生對談！」59歲的江先生今早在立院外，淋汽油企圖自焚，移送時被問到原由，他說希望總統能勇敢面對爭議，他只是一名日子過得很辛苦的小民。\n?\n今天上午8時許，江先生拿著裝著汽油的保特瓶，突然跑進立院濟南路側，且邊跑邊淋汽油，口中大喊：「我要自殺！」甚至拿出打火機企圖引火自焚。\n\n1名反服貿靜坐的陳姓男子見狀，立即衝上前奪下打火機，而警方聞訊也立即趕到，將江男壓制在地，並在其身上灑水，再替他蓋上毛毯，隨後帶走盤問。\n\n\n江先生表示，他沒有政治立場，先前從未參加任何陳情抗議活動，已婚並育有兩名子女，女兒已出嫁。他原本在工地打零工維生，10年前在一場工地意外中右大腿骨折，自此無法再返回工地工作。\n?\n為了家計，江先生加入人力派遣，到街頭舉房地產廣告看板謀生，一天從早上8點到下午5點，工作9小時賺750元，「但工作不是天天有，妻子也是打零工，房子還是租的，日子很苦」。\n?\n江先生向警方說，他連日看電視報導學生反服貿，擔憂未來台灣生活會變得更苦，因此決心參與抗爭。未料他首次陳抗竟採企圖自焚如此激烈的手段，警訊後被依妨害秩序、恐嚇公眾罪，移送台北地檢署偵辦。\n（陳建緯、石永軒／台北報導）\n?\n想看更多現場直擊鏡頭，請快進<a href=""https://www.facebook.com/Appledailya1"">蘋果關鍵現場粉絲團</a>\n\n再給自己一次機會\n自殺防治諮詢安心專線：0800-788995（24小時）?\n生命線協談專線：1995?\n張老師專線：1980\n\n發稿時間：09：02\n更新時間：16：06\n\n想看更多現場直擊鏡頭，請快進<a href=""https://www.facebook.com/Appledailya1"">蘋果關鍵現場粉絲團</a>\n
\n                http://twimg.edgesuite.net/images/ReNews/20140325/420_baf2cd1fe48ada8bcc46393df9ff5eba.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_769f0620fe8f896a072bed9bb72b3991.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_1f97d632ea8b62eece7e0ee78e27dcba.jpg\n\n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
1,http://www.appledaily.com.tw/realtimenews/article/local/20140325/366537/%E6%8F%90%E6%B1%BD%E6%B2%B9%E6%A1%B6%E9%AC%A7%E5%A0%B4%E3%80%80%E7%94%B7%E6%8F%9A%E8%A8%80%E8%87%AA%E7%84%9A,1395709466,1395739934,【更新】舉牌小民欲自焚　求：馬英九出面,"「希望馬英九出面與學生對談！」59歲的江先生今早在立院外，淋汽油企圖自焚，移送時被問到原由，他說希望總統能勇敢面對爭議，他只是一名日子過得很辛苦的小民。\n?\n今天上午8時許，江先生拿著裝著汽油的保特瓶，突然跑進立院濟南路側，且邊跑邊淋汽油，口中大喊：「我要自殺！」甚至拿出打火機企圖引火自焚。\n\n1名反服貿靜坐的陳姓男子見狀，立即衝上前奪下打火機，而警方聞訊也立即趕到，將江男壓制在地，並在其身上灑水，再替他蓋上毛毯，隨後帶走盤問。\n\n\n江先生表示，他沒有政治立場，先前從未參加任何陳情抗議活動，已婚並育有兩名子女，女兒已出嫁。他原本在工地打零工維生，10年前在一場工地意外中右大腿骨折，自此無法再返回工地工作。\n?\n為了家計，江先生加入人力派遣，到街頭舉房地產廣告看板謀生，從早上8點到下午5點，一天工作9小時賺750元，「但工作不是天天有，妻子也是打零工，房子還是租的，日子很苦」。\n?\n江先生向警方說，他連日看電視報導學生反服貿，擔憂未來台灣生活會變得更苦，因此決心參與抗爭。未料他首次陳抗竟採企圖自焚如此激烈的手段，警訊後被依妨害秩序、恐嚇公眾罪，移送台北地檢署偵辦。\n（陳建緯、石永軒／台北報導）\n?\n想看更多現場直擊鏡頭，請快進<a href=""https://www.facebook.com/Appledailya1"">蘋果關鍵現場粉絲團</a>\n\n再給自己一次機會\n自殺防治諮詢安心專線：0800-788995（24小時）?\n生命線協談專線：1995?\n張老師專線：1980\n\n發稿時間：09：02\n更新時間：16：06\n\n想看更多現場直擊鏡頭，請快進<a href=""https://www.facebook.com/Appledailya1"">蘋果關鍵現場粉絲團</a>\n
\n                http://twimg.edgesuite.net/images/ReNews/20140325/420_baf2cd1fe48ada8bcc46393df9ff5eba.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_769f0620fe8f896a072bed9bb72b3991.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_1f97d632ea8b62eece7e0ee78e27dcba.jpg\n\n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
1,http://www.appledaily.com.tw/realtimenews/article/politics/20140325/366533/%E3%80%90%E6%88%91%E5%9C%A8%E7%8F%BE%E5%A0%B4%E3%80%91%E6%94%BF%E5%AE%A2%E5%80%91%E6%B0%B8%E9%81%A0%E6%AF%94%E4%B8%8D%E4%B8%8A%E5%9C%A8%E5%A0%B4%E5%AD%B8%E7%94%9F%E7%9A%84%E6%B0%A3%E5%BA%A6%E8%88%87%E6%99%BA%E6%85%A7,1395709466,1395709519,【我在現場】政客們永遠比不上在場學生的氣度與智慧,"昨天看到警察武力鎮壓,整夜睡不?的守著電視,\n想著前幾個小時前我還在忠孝東路一段,行政院前大批大批的民眾還在聚集,\n而警察約莫是都被叫去集結了吧,路口已經癱瘓.忠孝東路一段也已封路,交通可真是一團亂,\n但是卻看不到半個警察or義交指揮交通,\n現場只看到學生自發性的隨手拿起路邊的反服貿小旗,揮舞著疏導大打結的交通,旁邊還有同學默默在撿人行道的垃圾.他們是那麼的熱血善良,\n那些表裡不一的政客們(或是只在乎太陽餅與屏東蛋糕的副秘書長)永遠比不上他們的氣度與勇氣.\n?\nby Yen Yen\n\n反服貿激起數萬名學生到立院參與抗議活動\n《蘋果》即時開放平台刊登你的心聲\n你的看法、感觸或是你在現場看到的人事物\n個人或班級自拍都可以寄到《蘋果》\nmail寄?<a href=""http://news@appledaily.com.tw/"">news@appledaily.com.tw</a>\n或App給我們，蘋果WhatsApp專線0971012555\n?\n
\n                                \n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
1,http://www.appledaily.com.tw/realtimenews/article/politics/20140325/366533/%E3%80%90%E6%88%91%E5%9C%A8%E7%8F%BE%E5%A0%B4%E3%80%91%E6%94%BF%E5%AE%A2%E5%80%91%E6%B0%B8%E9%81%A0%E6%AF%94%E4%B8%8D%E4%B8%8A%E5%9C%A8%E5%A0%B4%E5%AD%B8%E7%94%9F%E7%9A%84%E6%B0%A3%E5%BA%A6%E8%88%87%E6%99%BA%E6%85%A7,1395709466,1395713178,【我在現場】政客們永遠比不上在場學生的氣度與智慧,"昨天看到警察武力鎮壓,整夜睡不?的守著電視,\n想著前幾個小時前我還在忠孝東路一段,行政院前大批大批的民眾還在聚集,\n而警察約莫是都被叫去集結了吧,路口已經癱瘓.忠孝東路一段也已封路,交通可真是一團亂,\n但是卻看不到半個警察or義交指揮交通,\n現場只看到學生自發性的隨手拿起路邊的反服貿小旗,揮舞著疏導大打結的交通,旁邊還有同學默默在撿人行道的垃圾.他們是那麼的熱血善良,\n那些表裡不一的政客們(或是只在乎太陽餅與屏東蛋糕的副秘書長)永遠比不上他們的氣度與勇氣.\nby Yen Yen\n\n反服貿激起數萬名學生到立院參與抗議活動\n《蘋果》即時開放平台刊登你的心聲\n你的看法、感觸或是你在現場看到的人事物\n個人或班級自拍都可以寄到《蘋果》\nmail寄 <a href=""mailto:news@appledaily.com.tw"">news@appledaily.com.tw</a>\n或App給我們，蘋果WhatsApp專線0971012555\n?\n
\n                                \n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
1,http://www.appledaily.com.tw/realtimenews/article/politics/20140325/366444/%E7%81%91%E5%86%A5%E7%B4%99%E5%B9%AB%E9%A6%AC%E8%8B%B1%E4%B9%9D%E9%80%81%E7%B5%82%EF%BC%9F%E3%80%80%E5%8F%B0%E5%8D%97%E6%8A%97%E8%AD%B0%E7%8F%BE%E5%A0%B4%E6%BF%80%E6%83%85,1395709466,1395709519,灑冥紙幫馬英九送終？　台南抗議現場激情,"反服貿黑箱群眾昨晚聚集台南市黨部外，眾人拿著標語或坐或站，向路人宣示「反服貿黑箱」、「抗議馬政府血腥鎮暴」。過程中有夜遊族高速狂飆，灑出大量冥紙，甚至放鞭炮，一度讓人以為是挑釁靜坐群眾，直到他們高喊「馬英九下台」，眾人才不以為意，警方認為，這些人是故意鬧場，仍呼籲靜坐群眾注意安全。\n?\n「反服貿、反暴力、馬英九下台！」台南市200多名群眾昨晚到國民黨台南市黨部靜坐，晚間6時就有零星人員聚集，大多是剛下班的群眾或下課學生，第一批群眾約靜坐到8時。\n?\n人潮從晚間9時開始激增，因擔心群眾過多，影響慢車道的車輛行進，部分群眾走到對街，甚至發起斑馬線快閃，一群人趁紅燈時跑到斑馬線上，高喊口號，此舉引起路過騎士共鳴，眾人舉手勢讚聲，群眾約到午夜12時才逐漸散去。（辛啟松攝）\n\n【更多詳細內容，請看<a href=""https://www.facebook.com/GoodLocalNews?fref=ts"">《蘋果跑跳碰》</a>粉絲團】\n
\n                http://twimg.edgesuite.net/images/ReNews/20140325/420_2af975deb8f7162acf6441a4840d40a7.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_543f8967b5c5f25a9c15053b84f366c5.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_a4c30c9335733f85d12e8a34df878587.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_16f9d5129ee9f42d003519498174638d.jpg\n\n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
1,http://www.appledaily.com.tw/realtimenews/article/politics/20140325/366444/%E7%81%91%E5%86%A5%E7%B4%99%E5%B9%AB%E9%A6%AC%E8%8B%B1%E4%B9%9D%E9%80%81%E7%B5%82%EF%BC%9F%E3%80%80%E5%8F%B0%E5%8D%97%E6%8A%97%E8%AD%B0%E7%8F%BE%E5%A0%B4%E6%BF%80%E6%83%85,1395709466,1395716875,灑冥紙幫馬英九送終？　台南抗議現場激情,"反服貿黑箱群眾昨晚聚集台南市黨部外，眾人拿著標語或坐或站，向路人宣示「反服貿黑箱」、「抗議馬政府血腥鎮暴」。過程中有夜遊族高速狂飆，灑出大量冥紙，甚至放鞭炮，一度讓人以為是挑釁靜坐群眾，直到他們高喊「馬英九下台」，眾人才不以為意，警方認為，這些人是故意鬧場，仍呼籲靜坐群眾注意安全。\n?\n「反服貿、反暴力、馬英九下台！」台南市200多名群眾昨晚到國民黨台南市黨部靜坐，晚間6時就有零星人員聚集，大多是剛下班的群眾或下課學生，第一批群眾約靜坐到8時。\n?\n人潮從晚間9時開始激增，因擔心群眾過多，影響慢車道的車輛行進，部分群眾走到對街，甚至發起斑馬線快閃，一群人趁紅燈時跑到斑馬線上，高喊口號，此舉引起路過騎士共鳴，眾人舉手勢讚聲，群眾約到午夜12時才逐漸散去。（辛啟松攝）\n\n發稿時間：08：53\n修改時間：10：23\n\n【更多詳細內容，請看<a href=""https://www.facebook.com/GoodLocalNews?fref=ts"">《蘋果跑跳碰》</a>粉絲團】\n
\n                http://twimg.edgesuite.net/images/ReNews/20140325/420_2af975deb8f7162acf6441a4840d40a7.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_543f8967b5c5f25a9c15053b84f366c5.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_a4c30c9335733f85d12e8a34df878587.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_16f9d5129ee9f42d003519498174638d.jpg\n\n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
2,http://www.chinatimes.com/realtimenews/20140325002007-260401,1395709481,1395709519,闖行政院翻箱倒櫃 打卡「觀光」偷竊惹議,"<a href=""/realtimenews/10""> 中視</a> 綜合報導 2014年03月25日 08:56 \n架起梯子學生團體爬上行政院2樓，兵分多路，有人想衝進院長室有人乾脆打破玻璃闖入政委辦公室。\n中視記者也在第一時間進入現場，發現部分學生用上激烈手段，看的到的原木桌椅、羅漢床通通變成拒馬，還有人扯下窗簾，離譜的是連辦公室的天花板、電腦設備都在短短2個小時之內被破壞殆盡。\n見到警力進駐學生轉身走人但留下的辦公室殘破不堪，天花板少了一塊，管線、電腦也散落一地，連地圖跟工作用的 白板都成了塗鴉牆。\n打起精神徹夜收拾殘局，但辦公室的慘況只能用滿目瘡痍來形容，一間間清點日據時期的古蹟木門裂了、公關科玻璃碎裂，公文被翻動散落一地，鐵櫃、印表機通通被刻意破壞。\n連行政院副祕書長蕭家淇的辦公室也傳出災情，太陽餅被偷吃、抽屜裡的零錢不翼而飛，對照正妹大喇喇的坐在行政院內拿著公物打卡的畫面，一時的脫序失控讓堅持和平抗爭的努力在一夕之間化為烏有，有網友說失望難過，而這些被破壞的公務損失，到最後還是得由納稅人買單。"
7,http://www.nownews.com/n/2014/03/25/1163644,1395709538,1395709695,大學教授：這是台灣民主是否將死的關鍵時刻,"<a href=""/search/記者李鴻典／台北報導"">記者李鴻典／台北報導</a>\n\n太陽花學運方興未艾，由一群大學教授們組成的台灣守護民主平台昨(24)日在立法院青島東路門口前發表聲明指出，民主必須重生─支持召開「公民憲政會議」。\n\n聲明說，馬英九在3月23日的記者會對於整件事情給出了他的答案：一，抗爭行為違法；二，唯一出路是，讓服貿協議「在立法院院會，逐條審查，逐條表決」；三、兩岸協議由行政權決定，國會無權立法監督。\n\n至此，馬英九肯定張慶忠的行徑有法律效力，對於佔領行動的訴求則完全否決，更確認：他的統治模式就是這個國家的基準。馬所否決的是民主體制，所確認的，則是總統透過黨主席身份，一手控制行政權與立法權的統治模式，也就是獨裁統治。\n\n說明說，馬英九在這場記者會，已經向國際宣告，他的統治模式仍會繼續。這就意味著：在318佔領行動時，台灣的憲政民主早已失靈；在323，則正式終止。如果台灣人接受馬英九的定調，就表示從今以後，我們就要接受獨裁統治。如果這不是台灣人的意思，如果我們仍要自己的國家是一個憲政民主國家，那麼，我們此時要做的，就不只是一場社會運動，也不只是一場不服從或抵抗運動，而是重塑憲政民主體制的政治行動。\n\n說明說，我們必須認清，此時此刻台灣已處於重大的憲政危機。佔領行動已經提出「公民憲政會議」，我們認為這是因應當前情況，讓台灣民主重生的一個契機。\n\n//1-ps.googleusercontent.com/h/www.gstatic.com/psa/static/1.gif\n\n▲太陽花學運持續進行中。（圖／李鴻典攝）\n\n?\n\n1\n<a href=""http://www.nownews.com/n/2014/03/25/1163644/2"">2</a>\n<a href=""http://www.nownews.com/n/2014/03/25/1163644/2"">></a>"
6,http://newtalk.tw/news/2014/03/25/45643.html,1395710124,1395710178,彭博商業周刊：馬英九冏似烏克蘭前總統,"新頭殼newtalk2014.03.25 洪聖斐/編譯報導\n\n
\n《彭博商業周刊》(Bloomberg Businessweek)於台灣時間今(24)日凌晨登載該刊亞洲區編輯艾宏(Bruce Einhorn)的1篇分析報導，指出〈台灣四面楚歌的總統 與烏克蘭被轟下台的領導人冏似〉。\n\n
\n艾宏指出，馬英九雖然不像烏克蘭前總統亞努科維奇(Viktor Yanukovych)住在豪宅之中，兩人之間卻有驚人的相似處。\n\n
\n正如克里姆林宮認為克里米亞是從俄羅斯祖國不當分割出去的，中南海也堅持台灣是中華人民共和國不可分割的一部分。\n\n
\n台灣和烏克蘭的經濟成長跟各自的周邊國家相較之下，都令人失望。正如亞努科維奇希望能與俄羅斯關係更緊密，馬英九也誓言要開放與中國之間的貿易與服務。\n\n
\n亞努科維奇把前總理季莫申科(Yulia Tymoshenko)丟入大牢，刑期7年；馬英九的前任總統陳水扁也身陷囹圄，刑期20年。\n\n
\n艾宏指出，馬英九比較幸運的是，台灣的經濟還沒有烏克蘭糟，但經濟問題仍然日益嚴重。經濟疲弱，是馬英九不顧大學生示威抗議，堅持要通過與中國之間的服貿協定的理由之一。\n\n
\n艾宏在結論時說，隨著清除大學生佔領行政院的行動，馬英九目前看起來是占了上風；然而，烏克蘭前總統亞努科維奇不久前也認為自己牢牢掌控整個局勢呢！\n\n
\n(圖片來源：亞努科維奇照來自路透社資料照片；馬英九照來自總統府官方網站；新頭殼後製。)"
8,http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS1/8569843.shtml,1395710130,1395710178,今日再協商若不釋善意 柯建銘：白搭,【聯合晚報╱記者許依晨╱即時報導】\n2014.03.25 09:12 am\n民進黨團總召柯建銘今日早上八時左右帶領立法院總務處人員前來議場查看空調系統運轉情形，對於昨日朝野協商破局，今日下午將要再度召開協商，柯建銘說，希望協商後一定要對學生有善意回應，但若國民黨鞭林鴻池仍聽命馬、江意見行事，「那也只是白搭」。\n柯建銘表示，昨日民進黨團對於朝野協商堅持的重要論點就是，對於服貿還沒取得共識以前，要求王院長不可動用警察權 ，他認為馬、江一直對立法院長王金平施壓，但「我們繼續這樣堅持下去，院長壓力會很大」，民進黨要給王院長支持外，也會不斷測試國民黨底線。\n不過記者進一步詢問，若朝野協商取得服貿退回在委員會中逐條審查，認為學生可接受嗎?柯建銘不直接回應，只說民進黨團主張張慶忠宣布送院會查存一事要先判無效，拉回委員會才可往後談，因為若以該版本送到院會做逐條表決，也只能就同意與否做決定，沒有逐條表決空間。
8,http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS1/8569843.shtml,1395710130,1395721163,今日再協商若不釋善意 柯建銘：白搭,"【聯合晚報╱記者許依晨╱即時報導】\n2014.03.25 11:33 am\n民進黨團總召柯建銘今日早上八時左右帶領立法院總務處人員前來議場查看空調系統運轉情形，對於昨日朝野協商破局，今日下午將要再度召開協商，柯建銘說，希望協商後一定要對學生有善意回應，但若國民黨鞭林鴻池仍聽命馬、江意見行事，「那也只是白搭」。\n柯建銘表示，昨日民進黨團對於朝野協商堅持的重要論點就是，對於服貿還沒取得共識以前，要求王院長不可動用警察權 ，他認為馬、江一直對立法院長王金平施壓，但「我們繼續這樣堅持下去，院長壓力會很大」，民進黨要給王院長支持外，也會不斷測試國民黨底線。\n不過記者進一步詢問，若朝野協商取得服貿退回在委員會中逐條審查，認為學生可接受嗎?柯建銘不直接回應，只說民進黨團主張張慶忠宣布送院會查存一事要先判無效，拉回委員會才可往後談，因為若以該版本送到院會做逐條表決，也只能就同意與否做決定，沒有逐條表決空間。\n\n※延伸閱讀》\n<a href=""http://udn.com/NEWS/NATIONAL/NATS6/8567466.shtml"">‧行政院現場時間軸 警民衝突全紀錄</a>\n<a href=""http://udn.com/NEWS/NATIONAL/NATS6/8566462.shtml"">‧圖輯／史上首次 行政院遭攻占</a>\n<a href=""http://udn.com/NEWS/NATIONAL/NATS6/8558144.shtml"">‧圖輯／占領立院 反服貿抗爭百態</a>\n<a href=""http://udn.com/NEWS/NATIONAL/NATS6/8557380.shtml"">‧服貿「懶人包」網路熱傳 正反方攻防</a>\n<a href=""http://udn.com/NEWS/NATIONAL/NATS6/8563336.shtml"">‧不依賴懶人包 網友開講服貿議題</a>"
8,http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS5/8569836.shtml,1395710131,1395710179,核安峰會 巴西捍衛摧毀核武,【中央社╱聖保羅24日專電】\n2014.03.25 09:12 am\n第3屆核子安全高峰會今天在荷蘭海牙揭幕，巴西副總統泰梅爾捍衛摧毀全世界所有核子、原子武器，所有核活動只能作為和平用途。\n巴西聯邦憲法規定，國家領土內所有核活動只能作為和平用途。\n泰梅爾（Michel Temer）表示，人類最大的威脅不是供民間使用的核能設備，而是不受多邊機制控制、作為軍事用途的原子武器；為避免非國家工作人員使用核爆炸物或核原料，對世界安全構成威脅，應摧毀所有原子武器。\n巴西也捍衛推動多邊談判，以透明、審慎方式協商禁止核子試爆，制定符合現實的目標與期限，敦促全面廢除核武，獲阿爾及利亞、阿根廷、智利、埃及、印尼、哈薩克共和國、馬來西亞、菲律賓、墨西哥、紐西蘭、新加坡、南非、烏克蘭、越南等國支持。
8,http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS6/8569837.shtml,1395710131,1395710179,找鄭秀玲討論 經長：她定見深,【聯合晚報╱記者盧沛樺╱即時報導】\n2014.03.25 09:09 am\n經濟部長張家祝今接受電台專訪，透露同仁曾找台大經濟系教授鄭秀玲私下溝通，但鄭不領情，張家祝認為，鄭秀玲有清楚的定見，不太願意跟經濟部仔細討論問題。\n鄭秀玲日前指，她不反對服貿，但反對不對等；張家祝再次澄清，並從兩層面回應。他說，雙方開放承諾項目上，大陸除了承諾開放80項以外，大陸對WTO承諾的，台灣都比照辦理。但我們對WTO承諾的，對大陸是不開放。\n其次，鄭批評中小企業可能承受陸資來台一條龍的競爭；張家祝說，我方開放非金融類45項中，有27項自民國98年起就陸續開放，對照我國行業，約是160多項，如餐廳、批發零售。張家祝反問，難道有發生陸資大舉入侵、導致我國產業不能經營嗎？
8,http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS6/8569824.shtml,1395710131,1395710179,多空交戰 台股短線恐陷盤整,【中央社╱台北25日電】\n2014.03.25 09:09 am\n台股24日外資大買71.3億元，在權值股穩盤下收小紅，不過美股全面收黑，恐衝擊今天台股反彈信心。法人表示，在內外不利因素夾擊下，台股短線恐陷盤整。\n美股在經濟數據表現不如預期下，由生技、網路類股領跌，全面收黑，對於台股而言，8600點為第一道多頭關卡。\n根據最新數據顯示，美國製造業3月採購經理人指數(PMI)季調後的初始數值為55.5，低於2月終值57.1；德國3月PMI季調後的初始數值為53.8，也低於2月終值54.8，表現不如預期。\n美股全面收黑，道瓊工業指數下跌26.08點、跌幅0.16%、收在16276.69點，NASDAQ指數下跌50.40點、跌幅1.2%、收在4226.38點，S&P 500指數下跌9.08點、跌幅0.49%、收在1857.44點，費城半導體指數下跌2.683點、跌幅0.46%、收在579.853點。\n歐洲股市表現也相對疲弱，法國股市下跌58.94點、跌幅1.36%、收在4276.34點，德國股市下跌154.17點、跌幅1.65%、收在9188.77點，英國股市下跌36.78點、跌幅0.56%、收在6520.39點。\n國內反服務貿易協議的爭端未解，學生團體依舊占領立法院，由立法院長王金平召集的朝野協商沒有共識。\n分析師表示，外資雖在台股期、現貨同步站在買超，但國內政局動盪不安，原本可望通過的服貿協議出現變數，加上國際股市由強轉弱，在內外不利因素夾擊下，台股短線恐仍陷盤整。
1,http://www.appledaily.com.tw/realtimenews/article/politics/20140325/366544/%E6%8C%BA%E5%AD%B8%E7%94%9F%E3%80%80%E6%97%A5%E7%B6%B2%E5%8F%8B%E8%A6%81%E9%80%81546%E6%9A%96%E6%9A%96%E5%8C%85,1395710668,1395710710,挺學生　日網友要送546暖暖包,"許多日本網友近日來不斷注意太陽花學運的發展，甚至支持台灣學生，日本「<a href=""http://www.taiwannohannou.com/archives/4582852.html"">台??反?</a>」部落格除了號召網友寄送溫暖話語給台灣學生，更表示要送出546個暖暖包，要給台灣學生加油。\n\n「台??反?」從23日凌晨起，號召網友寄送給台灣學生的加油話，目前已經累積1181封「應援信」。此外，該網站說，從畫面上看到台灣的夜晚很冷，因此購入546個暖暖包，並在每個暖暖包上附上日本網友寫下的支持話語，表示將寄來台灣，給台灣學生加油。（施旖婕／綜合外電報導）\n
\n                http://twimg.edgesuite.net/images/ReNews/20140325/420_5a694ad12f7f31102e169ed621c40b8b.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_ddd9ea3d2c19e8edc7192c2bf2614224.jpg\n\n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
